Location ID,ZIP,Primary_City,State,County,Estimated_population_2013
581,93420,Arroyo Grande,CA,San Luis Obispo County,24538
582,94306,Palo Alto,CA,Santa Clara County,24535
583,92543,Hemet,CA,Riverside County,24499
584,94002,Belmont,CA,San Mateo County,24442
585,92883,Corona,CA,Riverside County,24419
586,95219,Stockton,CA,San Joaquin County,24326
587,95928,Chico,CA,Butte County,24301
588,94115,San Francisco,CA,San Francisco County,24285
589,92103,San Diego,CA,San Diego County,24218
590,95117,San Jose,CA,Santa Clara County,24208
591,95472,Sebastopol,CA,Sonoma County,24182
592,91724,Covina,CA,Los Angeles County,24160
593,90064,Los Angeles,CA,Los Angeles County,24113
594,94518,Concord,CA,Contra Costa County,24057
595,91752,Mira Loma,CA,Riverside County,24021
596,95242,Lodi,CA,San Joaquin County,23982
597,91740,Glendora,CA,Los Angeles County,23977
598,96080,Red Bluff,CA,Tehama County,23837
599,95032,Los Gatos,CA,Santa Clara County,23822
600,92120,San Diego,CA,San Diego County,23818
